name,artist,artist_followers,artist_genres,artist_popularity,song_popularity,album,release_date,duration_ms
Dönsen Bile,Ferdi Özbeğen,274779,"arabesk, anatolian rock, turkish pop",61,73,Sizin Seçtikleriniz,1986,203653
Bir Derdim Var,mor ve ötesi,2607858,"anatolian rock, turkish pop",63,68,Dünya Yalan Söylüyor,2004-04-16,204320
Olsun,Sertab Erener,2310274,turkish pop,68,67,Kırık Kalpler Albümü,2016-06-03,287927
Bana Sor,Ferdi Tayfur,1399340,arabesk,60,7,Hoşçakal,1990-10-16,361666
Sultan-ı Yegah,Nur Yoldas,19607,"anatolian rock, turkish pop",42,58,Sultan-ı Yegah,1998-06-11,193666
Biri Vardı,Pera,786489,,55,60,En Güzel Mevsimim,2016-01-29,250327
Ne Güzel Güldün,Pinhani,2397918,"turkish pop, anatolian rock",61,60,Zaman Beklemez,2008-04-18,284398
Düşler Sokağı,Feridun Düzağaç,837070,"anatolian rock, turkish pop",49,42,Uzun Uzun,2004-01-01,267493
Begonvil,Dorukhan,687,turkish pop,11,27,Begonvil,2022-06-10,188776
Dön Ne Olur (Live),Melike Şahin,1849859,"turkish pop, arabesk",65,0,Harbiye 2022 (Live),2023-03-24,285477
Ben Seni Ararım,Hakan Yılmaz,6160,"karadeniz folk, anatolian rock",32,15,Gül Ayini,2024-12-16,243321
Geçmedi Zamanla,Egemen Akkol,8268,,33,28,Geçmedi Zamanla,2024-01-26,165000
Son Durağın,Kahraman Deniz,1108044,turkish pop,61,68,Son Durağın,2022-01-21,236630
Koparılan Çiçekler,Sertab Erener,2310274,turkish pop,68,56,Rengarenk,2010-06-02,267413
Paranoya,Melis Fis,273889,turkish pop,50,29,MELODRAM,2023-11-24,200376
Bazen Neşe Bazen Keder,İlhan İrem,193824,"anatolian rock, turkish pop, arabesk",46,20,Bir Meleğe Aşık Oldum - The Best Of İlhan İrem 4,2016-10-28,163106
Mahşer,Gökhan Türkmen,1514692,turkish pop,67,65,Mahşer,2022-04-08,271108
Gel Barışalım Artık,Sertab Erener,2310274,turkish pop,68,53,Lâ'l,1994-10-14,219977
Emret Öleyim,Sibel Can,1728559,"arabesk, turkish pop",61,51,Daha Yolun Başındayım,1999-11-12,266200
Bu Saatten Sonra,İkilem,357546,turkish pop,55,63,Bu Saatten Sonra,2021-12-10,231369
Bekle Dedi Gitti - Çizik,Kaan Tangöze,387895,anatolian rock,49,62,Gölge Etme,2015-09-22,277315
Öyle Dertli,Duman,7441445,"anatolian rock, turkish pop",67,57,Darmaduman,2013-09-12,301734
Haydi Söyle,Kalben,1219649,turkish pop,63,62,Kalben,2016-02-05,166048
Seni Unutmaya Ömrüm Yeter mi,Ümit Besen,731704,"arabesk, turkish pop",53,66,Başka,2016-06-17,224505
Ben Ne Yangınlar Gordüm,Zakkum,1223721,"turkish pop, arabesk, anatolian rock",56,59,Her Gün Sonbahar,2013-09-25,233746
Ölürüm Hasretinle,Seksendört,1466688,"turkish pop, anatolian rock",60,63,Seksendört,2005-01-01,287788
Kendime Yalan Söyledim,Seksendört,1466688,"turkish pop, anatolian rock",60,4,Akiyor Zaman,2011-01-01,267080
Anason,Zakkum,1223721,"turkish pop, arabesk, anatolian rock",56,61,13,2011-02-10,275304
Haydi Gel İçelim,Yüksek Sadakat,1425388,"turkish pop, anatolian rock",57,62,Katil & Maktül,2008,250440
Cevapsız Sorular,maNga,2732574,"anatolian rock, turkish pop",59,64,Şehr-i Hüzün,2009-11-09,272040
Bir Kadın Çizeceksin,maNga,2732574,"anatolian rock, turkish pop",59,57,maNga +,2004-01-27,239613
Cambaz,mor ve ötesi,2607858,"anatolian rock, turkish pop",63,67,Dünya Yalan Söylüyor,2004-04-16,230600
Dünyanın Sonuna Doğmuşum,maNga,2732574,"anatolian rock, turkish pop",59,60,Şehr-i Hüzün,2009-11-09,260493
We Could Be The Same - Istanbul,maNga,2732574,"anatolian rock, turkish pop",59,54,We Could Be The Same,2010-04-16,183136
Beni Aşka İnandır,Kolpa,1040755,turkish pop,57,65,Yatağın Soğuk Tarafı,2011-01-01,253654
Yalnızlığın Çaresini Bulmuşlar,Gripin,1634823,"turkish pop, anatolian rock",61,64,Yalnızlığın Çaresini Bulmuşlar,2012-11-07,226768
Aşk Nerden Nereye,Gripin,1634823,"turkish pop, anatolian rock",61,68,Yalnızlığın Çaresini Bulmuşlar,2012-11-07,297195
Işıkları Söndürseler Bile,maNga,2732574,"anatolian rock, turkish pop",59,2,Işıkları Söndürseler Bile,2014-04-14,268935
Alaz Alaz,Buray,2083364,turkish pop,63,58,Başka Hikayeler,2021-02-26,179271
Dünyadan Uzak,Sakiler,522782,"turkish pop, arabesk",57,54,Dünyadan Uzak,2020-12-18,218387
Kusura Bakma,Tuğkan,1424833,turkish pop,57,63,Kusura Bakma,2020-10-30,155500
Daha Mutlu Olamam,mor ve ötesi,2607858,"anatolian rock, turkish pop",63,62,Gül Kendine,2001-01-01,220333
Seni Dert Etmeler,Madrigal,1598773,turkish pop,61,68,Seni Dert Etmeler,2020-03-27,188500
Sen Varsın Diye,Yüzyüzeyken Konuşuruz,2944163,turkish pop,65,66,Sen Varsın Diye,2021-07-02,226306
Barbar,Kaan Boşnak,1145308,turkish pop,56,60,Barbar,2020-12-25,180606
Beyaz Skandalım,Emir Can İğrek,3212805,turkish pop,66,63,Ağır Roman,2018-11-07,215488
Kendime Yalan Söyledim,Seksendört,1466688,"turkish pop, anatolian rock",60,4,Akiyor Zaman,2011-01-01,267080
Mecbursun,Sertab Erener,2310274,turkish pop,68,62,Lâ'l,1994-10-14,233613
İyileşiyorum,Sertab Erener,2310274,turkish pop,68,62,Sade,2013-04-13,257760
İstanbul,Sertab Erener,2310274,turkish pop,68,52,Rengarenk,2010-06-02,213680
Vazgeçtim Ben Bugün,Gripin,1634823,"turkish pop, anatolian rock",61,57,Yalnızlığın Çaresini Bulmuşlar,2012-11-07,244897
Dursun Zaman (feat. Göksel),maNga,2732574,"anatolian rock, turkish pop",59,62,maNga +,2004-01-27,295866
Beni Benimle Bırak,maNga,2732574,"anatolian rock, turkish pop",59,55,Şehr-i Hüzün,2009-11-09,209973
Sokak Lambası,yirmi7,270647,turkish pop,51,63,Sokak Lambası,2016-06-20,252598
Evleniyormuşsun Bugün,Bağzıları,507388,,47,61,Gece Lambası,2018-05-25,258600
ıslak kum,Contra,1201329,turkish hip hop,55,57,ıslak kum,2020-11-13,186721
Hayir Olamaz,Seksendört,1466688,"turkish pop, anatolian rock",60,1,Akiyor Zaman,2011-01-01,204333
Aşk Yok Olmaktır,Mabel Matiz,5450427,turkish pop,67,66,Yaşım Çocuk,2012-12-28,223529
Aman Aman,Duman,7441445,"anatolian rock, turkish pop",67,65,Seni Kendime Sakladım,2005-07-04,245066
Kırmış Kalbini,Duman,7441445,"anatolian rock, turkish pop",67,58,Belki Alışman Lazım,2002-10-16,279120
Haberin Yok Ölüyorum,Duman,7441445,"anatolian rock, turkish pop",67,60,Belki Alışman Lazım,2002-10-16,361080
Sen Ağlama,Badem,349595,"anatolian rock, turkish pop",47,60,Badem,2003-05-19,221600
Belki Üstümüzden Bir Kuş Geçer,Yüksek Sadakat,1425388,"turkish pop, anatolian rock",57,65,Yüksek Sadakat,2005-04-21,269506
Dibine Kadar,Duman,7441445,"anatolian rock, turkish pop",67,62,Duman 1,2010-07-06,228506
Yıldızlara Bak,Yaşlı Amca,1675746,,57,61,Yaşlı Amca,2020-01-10,240533
Hoşçakal,emre aydın,1161537,turkish pop,61,62,Kağıt Evler,2010-11-01,226360
Anlayamazsın,Seksendört,1466688,"turkish pop, anatolian rock",60,2,Anlayamazsın,2018-06-12,242389
Düşler Sokağı,Feridun Düzağaç,837070,"anatolian rock, turkish pop",49,57,Orjinal Alt Yazılı,2013-03-11,269960
Hayalet Sevgilim,Irem,64663,turkish pop,52,68,Hayalet Sevgilim,2006-02-15,288680
Bu Akşam Ölürüm,Murat Kekilli,226189,"anatolian rock, arabesk, turkish pop",46,3,Vay Be,2000-04-05,250906
Cesaretin Var mı Aşka,Gülay Sezer,76432,"arabesk, turkish pop",48,64,Adı Yok,2004-11-24,214180
Yanarım,Sertab Erener,2310274,turkish pop,68,59,Sertab Erener,1999-03-24,195800
Açık Adres - Akustik,Sertab Erener,2310274,turkish pop,68,40,Rengarenk,2010-06-02,272320
Gittiğinde,Göksel,1782533,turkish pop,63,62,Sen Orda Yoksun,2015-01-01,207566
Dünya'm,Ozbi,568113,"turkish hip hop, turkish pop",56,0,Dünya'm 20:24,2020-08-07,179528
Sensiz Sabah Olmuyor,Ayçin Asan,70146,"arabesk, turkish pop",48,39,Çiçek Gibi,2019-11-01,212606
Öyle Kolaysa,Mabel Matiz,5450427,turkish pop,67,62,Maya,2018-06-20,280170
Ölüyorum,Hayko Cepkin,867937,anatolian rock,61,63,Tanışma Bitti,2007-05-22,221253
Kafile,Yüksek Sadakat,1425388,"turkish pop, anatolian rock",57,62,Yüksek Sadakat,2005-04-21,258786
Bu Son Olsun,Cem Karaca,2015501,"anatolian rock, arabesk, turkish pop",57,54,Bu Son Olsun,2015-03-04,166000
Sensiz Ben,Pera,786489,,55,61,Giz,2013-12-10,270480
Hele Bi Gel,Pinhani,2397918,"turkish pop, anatolian rock",61,61,İnandığın Masallar,2006-03-06,231317
Nalan,Emir Can İğrek,3212805,turkish pop,66,61,Nalan,2019-09-06,199958
Dile Kolay Kalbe Değil,Zakkum,1223721,"turkish pop, arabesk, anatolian rock",56,47,Bir Gece Yarası,2016-02-05,307420
Dönsen Bile,Emir Can İğrek,3212805,turkish pop,66,44,Dönsen Bile,2019-06-20,264672
Yalan,Leyla The Band,67809,arabesk,47,0,Yalan,2017-11-07,259091
Islak Islak,Barış Akarsu,994237,"anatolian rock, karadeniz folk, turkish pop",53,8,Islak Islak,2004-12-31,286484
Kimdir O,Barış Akarsu,994237,"anatolian rock, karadeniz folk, turkish pop",53,0,Islak Islak,2004-12-31,253074
Kerkük Zindanı,Cem Karaca,2015501,"anatolian rock, arabesk, turkish pop",57,52,Bindik Bir Alamete,1999,201456
Aldırma Gönül,Hayko Cepkin,867937,anatolian rock,61,48,"Beni Büyüten Şarkılar, Vol.1",2015-12-29,208859
Bak,Pilli Bebek,510768,anatolian rock,58,69,Olsun,2007-05-17,275266
Yeni Bir Gün,Kurtalan Ekspres,26636,anatolian rock,33,0,Göğe Selam,2011-01-01,536653
Bu Aşk Fazla Sana,Şebnem Ferah,2560933,"anatolian rock, turkish pop",71,75,Kadın,2013-01-01,268515
Madalyonun Ters Yüzü,3 Hürel,124728,anatolian rock,39,36,3 Hürel (Türk Pop Tarihi),1999-01-01,180866
Dinleyiverin Gari,Moğollar,229734,"anatolian rock, oyun havasi",38,47,Moğollar Best Of / 1968-2000,2000-03-03,266135
Aman Aman,Sattas,50571,,41,36,Bir Ben Miyim,2017-03-10,252288
Birden Geldin Aklıma,Tuna Kiremitçi,148698,turkish pop,54,62,Tuna Kiremitçi ve Arkadaşları,2017-01-06,216611
Böyle Sever,Kahraman Deniz,1108044,turkish pop,61,71,19,2018-12-14,244307
Seni Yazdım,Müslüm Gürses,9481605,arabesk,69,15,Küskünüm,1986-05-22,276000
İnsan Dertli Olunca,Bergen,1772697,arabesk,55,56,Yıllar Affetmez,1998,274226
Gel Bahtımın Kar Beyazı,Müslüm Gürses,9481605,arabesk,69,8,Dünya Yalan,2001-05-11,295760
Gönül Sayfam,Arap Şükrü,170470,arabesk,49,0,Bu Şehir Beni Boğuyor,2020-04-30,505162
Bir Ömür Yetmez,Müslüm Gürses,9481605,arabesk,69,65,Aşk Tesadüfleri Sever (Mucize ve Buluşma),2006-01-01,242416
Yokluğunda,Leyla The Band,67809,arabesk,47,64,Yokluğunda,2012,250961
Olmadı Yar,Müslüm Gürses,9481605,arabesk,69,4,Dünya Yalan,2001-05-11,243426
Kül,Cem Adrian,3757762,"arabesk, turkish pop",63,62,Kül,2021-01-16,294532
Aslan Gibi,Sıla,2350187,"turkish pop, arabesk",65,58,Vaveyla,2012-12-01,234586
Vaziyetler,Sıla,2350187,"turkish pop, arabesk",65,57,Yeni Ay,2014-03-04,196066
Acısa da Öldürmez,Sıla,2350187,"turkish pop, arabesk",65,64,Konuşmadığımız Şeyler Var,2010-11-29,204626
Yine Yeni Yeniden - Yeniden Sev,maNga,2732574,"anatolian rock, turkish pop",59,1,Yine Yeni Yeniden (Yeniden Sev),2015-01-01,215465
Yıldızların Altında,Kargo,452624,"anatolian rock, turkish pop",49,64,Yıldızların Altında,2005-07-14,177580
Gökyüzünde,Zakkum,1223721,"turkish pop, arabesk, anatolian rock",56,57,Her Gün Sonbahar,2013-09-25,231933
Benimle Kayboldun,Kaan Boşnak,1145308,turkish pop,56,66,Demos,2018-06-16,189521
Elleri Ellerime,Duman,7441445,"anatolian rock, turkish pop",67,56,Duman 2,2010-07-06,256213
Beni Al,Pinhani,2397918,"turkish pop, anatolian rock",61,56,İnandığın Masallar,2006-03-06,216781
Sevmekten Usanmam,Pinhani,2397918,"turkish pop, anatolian rock",61,61,Zaman Beklemez,2008-04-18,232292
Dön Bak Dünyaya,Pinhani,2397918,"turkish pop, anatolian rock",61,55,İnandığın Masallar,2006-03-06,393531
Sevdim Seni Bir Kere,Teoman,2632299,"anatolian rock, turkish pop",64,43,"Konserler, Vol. 2",2012-01-13,347167
Zor Değil,Mabel Matiz,5450427,turkish pop,67,59,Yaşım Çocuk,2012-12-28,272169
Sultan Süleyman,Mabel Matiz,5450427,turkish pop,67,47,Aysel'in,2013-06-25,317306
Senden Daha Güzel,Duman,7441445,"anatolian rock, turkish pop",67,62,Duman 2,2010-07-06,239093
Kafama Göre,Athena,1115823,"turkish pop, anatolian rock",54,56,Altüst,2014-10-11,193792
Koca Yaşlı Şişko Dünya,Adamlar,2217051,anatolian rock,62,61,Eski Dostum Tankla Gelmiş,2014-09-08,233722
Yaz Yaz Yaz,mor ve ötesi,2607858,"anatolian rock, turkish pop",63,52,Kayıtlar 2005-2016,2016-12-20,300130
Tutamıyorum Zamanı,Kenan Doğulu,1248329,"turkish pop, t-pop",66,0,Ex Aşkım,2001-07-25,237973
Tavla,Mirkelam,315338,turkish pop,48,52,Mirkelam,1995-05-22,271426
Ellerimde Çiçekler,Arda VR.,5688,,0,0,Ellerimde Çiçekler,2022-04-01,188998
Antidepresan Gülümsemesi - Pazarlık,Model,1759049,"turkish pop, anatolian rock",64,62,Levla'nın Hikayesi (Bonus Edition),2013,255487
Ben Nası Büyük Adam Olucam,Pinhani,2397918,"turkish pop, anatolian rock",61,51,İnandığın Masallar,2006-03-06,267818
Hikayem Bitmedi,Can Bonomo,775072,"turkish pop, anatolian rock",57,58,Bulunmam Gerek,2014-01-01,184954
Köprüaltı,Duman,7441445,"anatolian rock, turkish pop",67,63,Eski Köprünün Altında,1999-11-05,291693
Bikinisinde Astronomi - Bonus Trek,Son Feci Bisiklet,1218395,,56,61,Son Feci EP,2014-02-04,181930
Elfida,Haluk Levent,1614063,"anatolian rock, turkish pop, arabesk",55,60,Akşam Üstü,2006,333640
Haykıracak Nefesim Kalmasa Bile,maNga,2732574,"anatolian rock, turkish pop",59,50,"Kimler Geldi Kimler Geçti, Vol. 1 (Fikret Şeneş Şarkıları)",2019-10-04,207500
Neredesin Sen,Neşet Ertaş,3250952,"arabesk, oyun havasi, karadeniz folk, anatolian rock",55,56,Acem Kızı,2007-06-21,236800
Adaletin Bu mu Dünya,Selda Bağcan,1503496,"anatolian rock, arabesk",59,54,Özgürlük ve Demokrasiyi Çizmek,1993-02-03,183902
Gesi Bağları,Selda Bağcan,1503496,"anatolian rock, arabesk",59,50,Türkülerimiz 1,1995-01-01,211748
Ah Bu Şarkıların Gözü Kör Olsun,Zeki Müren,831664,"arabesk, anatolian rock",52,53,Zirvedeki Şarkılar,1989-11-22,328773
Fikrimin İnce Gülü,Müzeyyen Senar,287278,"arabesk, anatolian rock",47,48,Son Aşkımı Canlandıran,1987,182565
Mihriban,Musa Eroğlu,992207,"arabesk, karadeniz folk",56,43,Bir Nefes Anadolu,2000-09-29,259066
Gitme Sana Muhtacım,Zeki Müren,831664,"arabesk, anatolian rock",52,0,Sev Beni,1989-12-22,271920
Ben de Özledim,Ferdi Tayfur,1399340,arabesk,60,52,Ben de Özledim,1982,243948
Nikah Masası,Ümit Besen,731704,"arabesk, turkish pop",53,55,Nostalji,1998-06-05,289666
Unutamadım - Kaç Kadeh Kırıldı,Müslüm Gürses,9481605,arabesk,69,13,Küskünüm,1986-05-22,269640
Mutlu Ol Yeter,Müslüm Gürses,9481605,arabesk,69,56,Mutlu Ol Yeter (Remastered),1981,265653
Her Şeyi Yak,Duman,7441445,"anatolian rock, turkish pop",67,68,Belki Alışman Lazım,2002-10-16,270280
Sen Ona Aşıksın - Kabullenme,Model,1759049,"turkish pop, anatolian rock",64,66,Levla'nın Hikayesi (Bonus Edition),2013,229496
Dinle Beni Bi',Yüzyüzeyken Konuşuruz,2944163,turkish pop,65,67,Akustik Travma,2018-02-23,144906
Uzunlar - V1,Evdeki Saat,478427,turkish pop,51,63,Uzunlar,2020-02-14,282352
Bırakma Kendini,Kaan Boşnak,1145308,turkish pop,56,63,Bırakma Kendini,2020-04-09,240626
Kendine İyi Bak,Ahmet Kaya,7305043,"arabesk, anatolian rock",71,66,Sevgi Duvarı,1990,267133
Kum Gibi,Ahmet Kaya,7305043,"arabesk, anatolian rock",71,66,Şarkılarım Dağlara,1994-05-05,270883
Yürek,Duman,7441445,"anatolian rock, turkish pop",67,64,Darmaduman,2013-09-12,251353
Pembe Mezarlık,Model,1759049,"turkish pop, anatolian rock",64,63,Diğer Masallar,2011-02-16,255346
Oyunbozan,mor ve ötesi,2607858,"anatolian rock, turkish pop",63,64,Güneşi Beklerken,2012-12-17,277328
Vurgunum,Murat Göğebakan,330518,"arabesk, anatolian rock",56,59,Aşkın Gözyaşları,2012-03-01,234933
Yaralı,Murat Göğebakan,330518,"arabesk, anatolian rock",56,56,Yaralı,2004-04-27,187960
Raf,Deeperise,334906,turkish pop,55,64,Raf,2017-05-05,247422
Benden Bu Kadar,Patron,1259904,turkish hip hop,56,52,Benden Bu Kadar,2019-09-13,212893
Siyah,Patron,1259904,turkish hip hop,56,52,Siyah,2020-06-12,225036
Sevdik de noldu sanki,Patron,1259904,turkish hip hop,56,30,EL PATRON,2021-04-09,165790
Felaket,Ezhel,7019237,"turkish hip hop, turkish pop",70,63,Felaket,2019-02-01,194772
Mekanın Sahibi,Norm Ender,2087990,turkish hip hop,64,54,Mekanın Sahibi,2019-07-19,191504
Kazıdık Tırnaklarla,Ezhel,7019237,"turkish hip hop, turkish pop",70,53,Kazıdık Tırnaklarla,2018-06-15,172608
Neyim Var Ki (feat. Sagopa K),Ceza,5152899,turkish hip hop,63,66,Rapstar,2004-07-01,206693
Holocaust,Ceza,5152899,turkish hip hop,63,60,Rapstar,2004-07-01,207746
Yerli Plaka,Ceza,5152899,turkish hip hop,63,62,Yerli Plaka,2007-02-13,274693
Fark Var,Ceza,5152899,turkish hip hop,63,56,Yerli Plaka,2007-02-13,255506
Ay Tenli Kadın,Ufuk Beydemir,752540,turkish pop,54,64,Sevda Gibi,2018-03-23,197967
Unutmak İstiyorum,Ufuk Çalışkan,63878,turkish pop,37,51,Unutmak İstiyorum,2011-06-25,240157
Bir Ateşe Attın Beni,Kamuran Akkor,611216,"arabesk, anatolian rock",59,67,Sev Yeter,2004-07-30,279754
Yediverenim,Funda Arar,1323564,"turkish pop, arabesk",63,65,Hoşgeldin,2014,205199
Sözler Şerefsiz Oldu,Norm Ender,2087990,turkish hip hop,64,64,İçinde Patlar,2010,203908
Çıktık Yine Yollara,Norm Ender,2087990,turkish hip hop,64,54,İçinde Patlar,2010,240525
Tutamıyorum Zamanı,Müslüm Gürses,9481605,arabesk,69,70,Sandık,2009-01-01,267679
Elbet Birgün Buluşacağız,Zeki Müren,831664,"arabesk, anatolian rock",52,52,Dünden Bugüne 5,1991-03-15,308506
Duydum Ki Unutmuşsun,Emel Sayın,228262,"arabesk, turkish pop",46,52,"Assolistler-Solistler Geçidi, Vol. 1",2006-10-10,221746
Serseri,Teoman,2632299,"anatolian rock, turkish pop",64,60,Eski Bir Rüya Uğruna...,2015-01-01,221155
Arsız Gönül,Athena,1115823,"turkish pop, anatolian rock",54,54,Pis,2010-01-01,260851
Mor Yazma,Umut Kaya,138020,"turkish pop, anatolian rock",48,63,Umut Kaya,2008-11-27,199041
Affet,Müslüm Gürses,9481605,arabesk,69,68,Aşk Tesadüfleri Sever (Mucize ve Buluşma),2006-01-01,279475
İstanbul Beyefendisi,Yaşlı Amca,1675746,,57,50,Akşamüstü,2017-09-01,233352
Love Me Back,Can Bonomo,775072,"turkish pop, anatolian rock",57,44,Love Me Back,2013-10-07,181745
Küllenen Aşk,Cengiz Kurtoğlu,1502994,arabesk,60,62,Unutulan...,2002-09-20,306706
"Her Akşam Votka, Rakı Ve Şarap / Sarhoş",Dario Moreno,57936,anatolian rock,41,55,Dario Moreno'suz 40 Yıl,2008-03-04,184706
Mutlu Ol Yeter,İbrahim Tatlıses,2952144,"arabesk, oyun havasi, turkish pop",67,63,Klasikleri,1995-06-23,263888
Sen Affetsen,Bergen,1772697,arabesk,55,64,Acıların Kadını,1998-06-18,265000
Unutama Beni,Esmeray,159591,"arabesk, anatolian rock",47,64,En İyileriyle Esmeray,1975,247626
Benim İçin Üzülme,Bergen,1772697,arabesk,55,57,Acıların Kadını,1998-06-18,302641
Seni Kalbimden Kovdum,Bergen,1772697,arabesk,55,54,Yıllar Affetmez,1998,319866
Gamzedeyim Deva Bulmam,Dedublüman,2312951,"arabesk, turkish pop",69,63,Gamzedeyim Deva Bulmam,2020-02-01,316800
Terlemeden Sevişenler,Teoman,2632299,"anatolian rock, turkish pop",64,39,Renkli Rüyalar Oteli,2006-01-05,275986
Kor,Emir Can İğrek,3212805,turkish pop,66,62,Kor,2021-10-08,179054
Çözemezsin,Dedublüman,2312951,"arabesk, turkish pop",69,67,Çözemezsin,2021-04-02,277166
Felfena,Emir Can İğrek,3212805,turkish pop,66,46,Felfena,2022-03-04,149750
Dünyanın En Güzel Kızı,Mavi Gri,1681202,turkish pop,61,51,Dünyanın En Güzel Kızı,2021-12-17,217687
Seni Kendime Sakladım,Duman,7441445,"anatolian rock, turkish pop",67,65,Seni Kendime Sakladım,2005-07-04,242786
Değmesin Ellerimiz,Model,1759049,"turkish pop, anatolian rock",64,69,Diğer Masallar,2011-02-16,267702
Bir Sevmek Bin Defa Ölmek Demekmiş,Barış Akarsu,994237,"anatolian rock, karadeniz folk, turkish pop",53,0,Ayrılık Zamansız Gelir,2007-11-29,248000
İstanbul'da Sonbahar,Teoman,2632299,"anatolian rock, turkish pop",64,59,Gönülçelen,2001-12-01,200160
Sevdim Seni Bir Kere,Teoman,2632299,"anatolian rock, turkish pop",64,59,Gönülçelen,2001-12-01,252733
Nazende Sevgilim,Figen Genç,126,,0,0,Nazende Sevgilim,1999-05-20,230453
Bu Kız,Son Feci Bisiklet,1218395,,56,59,Vesaire,2015-06-23,175493
Bu Havada Gidilmez,Manuş Baba,1007512,"turkish pop, arabesk",57,0,Ve Nazan Öncel Şarkıları,2018-08-17,229587
Dönersen Islık Çal,Manuş Baba,1007512,"turkish pop, arabesk",57,63,Dönersen Islık Çal,2017-04-27,211920
Eskisi Gibi,Lil Zey,444236,turkish hip hop,57,60,Eskisi Gibi,2020-07-10,186461
Seni Buldum Ya,Kaan Boşnak,1145308,turkish pop,56,55,Seni Buldum Ya,2020-10-09,233454
Dünyadan Uzak,Pinhani,2397918,"turkish pop, anatolian rock",61,49,Dünyadan Uzak,2020-03-27,247242
Gökyüzünü Tutamam,Can Koç,75407,turkish pop,46,62,Gökyüzünü Tutamam,2021-07-23,195000
Ne Ay Geceden,Sezer Sarıgöz,261588,"turkish pop, arabesk",55,64,Ne Ay Geceden,2022-01-26,199111
Sen Orda Yoksun,Göksel,1782533,turkish pop,63,66,Sen Orda Yoksun,2015-01-01,241456
Uzaktan,Göksel,1782533,turkish pop,63,68,Bende Bi' Aşk Var,2012-01-09,219872
Bu Böyle,Sertab Erener,2310274,turkish pop,68,59,Rengarenk,2010-06-02,288626
Aşk,Sertab Erener,2310274,turkish pop,68,58,Sertab Erener,1999-03-24,211200
Bir Çaresi Bulunur,Sertab Erener,2310274,turkish pop,68,59,Rengarenk,2010-06-02,216680
Vur Yüreğim,Sertab Erener,2310274,turkish pop,68,50,Sertab Erener,1999-03-24,271533
Söz Bitti,Sertab Erener,2310274,turkish pop,68,51,Turuncu,2001,260453
Rüya,Sertab Erener,2310274,turkish pop,68,54,Lâ'l,1994-10-14,279954
Kız Leyla,Sertab Erener,2310274,turkish pop,68,0,Ben Yaşarım,2020-06-12,241871
Yalnızlık Senfonisi,Sezen Aksu,13986198,"arabesk, turkish pop",74,30,Düş Bahçeleri,1996-07-14,342133
Bir Damla Gözlerimde,Sertab Erener,2310274,turkish pop,68,48,Rengarenk,2010-06-02,238493
Öyle de Güzel,Sertab Erener,2310274,turkish pop,68,40,Sade,2013-04-13,220360
Doktor,Kenan Doğulu,1248329,"turkish pop, t-pop",66,61,Aşka Türlü Şeyler,2012-07-06,212421
Ahu,Mabel Matiz,5450427,turkish pop,67,68,Gök Nerede,2015-02-23,214915
Kumralım,Yaşar,872685,turkish pop,61,72,Divane,1996,210840
Hovarda,Emel Müftüoğlu,145115,turkish pop,47,61,Hovarda,2006-01-01,251868
Sen İstanbul'sun,Gökhan Türkmen,1514692,turkish pop,67,67,En Baştan,2018-06-01,255200
Gel,Mabel Matiz,5450427,turkish pop,67,64,Gök Nerede,2015-02-23,287265
Kupa Kızı Ve Sinek Valesi,Teoman,2632299,"anatolian rock, turkish pop",64,64,Teo,2003-03-05,295066
Bal,Duman,7441445,"anatolian rock, turkish pop",67,59,Belki Alışman Lazım,2002-10-16,313733
Bu Aşk Beni Yorar,Duman,7441445,"anatolian rock, turkish pop",67,45,Duman 1,2010-07-06,249306
Beni Sen İnandır,Pinhani,2397918,"turkish pop, anatolian rock",61,60,Kediköy,2016-01-08,224716
Aşk Durdukça,Yüksek Sadakat,1425388,"turkish pop, anatolian rock",57,60,Katil & Maktül,2008,269386
Yağmur,Bertuğ Cemil,5904,"turkish pop, anatolian rock",28,0,Duygusal Tuzaklar,2006-01-01,322480
Tastamam,Can Bonomo,775072,"turkish pop, anatolian rock",57,58,Bulunmam Gerek,2014-01-01,196629
Müzik Kutusu,Emir Can İğrek,3212805,turkish pop,66,59,Ağır Roman,2018-11-07,174750
Manzaralar,Patron,1259904,turkish hip hop,56,49,"Pmc Legacy, Vol.1",2019-04-04,231862
Kafam Senden Bile Güzel,Kolpa,1040755,turkish pop,57,63,Aşk Ve Hayat Hakkında,2014-01-10,204509
Sen Beni Unutamazsın,emre aydın,1161537,turkish pop,61,63,Sen Beni Unutamazsın,2016-12-09,240476
Herşey Yolunda,Dr. Skull,20657,anatolian rock,17,20,Hershey Yolunda!? (Remastered),1994-06-16,154840
"Zamanın Gözünden, Böl. 3: An",80 Kalibre,6636,anatolian rock,12,0,Zamanın Gözünden,2020-05-26,182500
Toprak,Knight Errant,3241,,13,15,Ruhlarin Buyuk Gocu /The Grand Migration of Souls,2020-06-24,272297
Çocuk Bahçesi,Soul Sacrifice,4120,melodic death metal,11,12,Carpe Mortem,2012-07-20,294533
Dağlarda / Yakanlara,Objektif,11873,anatolian rock,25,25,Künye,2000-09-22,244088
Gecenin Rengi,Yavuz Çetin,163377,"anatolian rock, karadeniz folk",41,0,İlk,1997-11-17,232080
Saklımdasın,Erdal Güney,47479,arabesk,46,58,Aşkiya,2005-01-01,265506
Eftelya,Hakan Yesilyurt,69800,"arabesk, karadeniz folk",37,47,Eftelya,1999-12-23,209745
